feature_id,feature_version,target_time,available_by_target_time,shoreline_cell,requested_offshore_offset_km,grid_lat,grid_lon,value,units,missingness_reason,source_observation_ids,transform_code_hash,source_class,production_weight,source_hash,max_sample_gap_hours,quality
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Montrose,1.5,30.57,-87.91999999999999,0.02453205003985205,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Montrose,3.0,30.57,-87.92999999999999,-4.239595413208008,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Montrose,3.0,30.57,-87.92999999999999,-1.723684310913086,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Montrose,3.0,30.57,-87.92999999999999,0.07938054949045183,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,0.25,30.52,-87.91999999999999,-1.65264892578125,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,0.25,30.52,-87.91999999999999,-0.9794731140136719,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,0.25,30.52,-87.91999999999999,0.08334657922387124,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,0.75,30.53,-87.91999999999999,-2.8857383728027344,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,0.75,30.53,-87.91999999999999,-1.1367874145507812,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,0.75,30.53,-87.91999999999999,0.12265251576900484,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,1.5,30.52,-87.92999999999999,-2.545504570007324,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,1.5,30.52,-87.92999999999999,-0.9008712768554688,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,1.5,30.52,-87.92999999999999,0.14021315705031157,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,3.0,30.52,-87.94999999999999,-5.019156455993652,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,3.0,30.52,-87.94999999999999,-0.8757095336914062,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Fairhope/Fly Creek/Pier,3.0,30.52,-87.94999999999999,0.12462901882827283,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,0.25,30.5,-87.92999999999999,-0.02487659454345703,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,0.25,30.5,-87.92999999999999,-0.063629150390625,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,0.25,30.5,-87.92999999999999,0.012900818139314655,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,0.75,30.490000000000002,-87.94,-0.012276649475097656,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,0.75,30.490000000000002,-87.94,-0.048702239990234375,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,0.75,30.490000000000002,-87.94,0.013587962836027145,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,1.5,30.5,-87.94,-1.1800947189331055,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,1.5,30.5,-87.94,-1.0472946166992188,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,1.5,30.5,-87.94,0.07006800640374422,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,3.0,30.490000000000002,-87.96,-1.0905799865722656,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,3.0,30.490000000000002,-87.96,-0.6715984344482422,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Battles Wharf,3.0,30.490000000000002,-87.96,0.010523765580728659,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,0.25,30.490000000000002,-87.94,-0.012276649475097656,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,0.25,30.490000000000002,-87.94,-0.048702239990234375,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,0.25,30.490000000000002,-87.94,0.013587962836027145,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,0.75,30.48,-87.94,-0.14082717895507812,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,0.75,30.48,-87.94,-0.15093994140625,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,0.75,30.48,-87.94,0.016917170956730846,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,1.5,30.490000000000002,-87.94999999999999,-0.691044807434082,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,1.5,30.490000000000002,-87.94999999999999,-0.7333755493164062,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,1.5,30.490000000000002,-87.94999999999999,0.07194893434643745,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,3.0,30.490000000000002,-87.97,-2.2151174545288086,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,3.0,30.490000000000002,-87.97,-0.7030830383300781,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Point Clear/Grand Hotel,3.0,30.490000000000002,-87.97,0.09364025294780731,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,0.25,30.41,-87.91,-0.19850921630859375,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,0.25,30.41,-87.91,-0.2731590270996094,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,0.25,30.41,-87.91,0.01816383935511113,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,0.75,30.42,-87.91999999999999,-0.8396282196044922,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,0.75,30.42,-87.91999999999999,-0.7499160766601562,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,0.75,30.42,-87.91999999999999,0.051056188531219966,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,1.5,30.42,-87.92999999999999,-1.1811809539794922,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,1.5,30.42,-87.92999999999999,-0.8473701477050781,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,1.5,30.42,-87.92999999999999,0.06784437410533428,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,3.0,30.42,-87.94,-1.59747314453125,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,3.0,30.42,-87.94,-0.7992210388183594,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T09:00:00+00:00,False,Mullet Point,3.0,30.42,-87.94,0.09300444647669792,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,0.25,30.6,-87.91999999999999,-3.0253958702087402,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,0.25,30.6,-87.91999999999999,-1.9125385284423828,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,0.25,30.6,-87.91999999999999,0.04274314793292433,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,0.75,30.6,-87.92999999999999,-3.3600540161132812,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,0.75,30.6,-87.92999999999999,-1.8535385131835938,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,0.75,30.6,-87.92999999999999,0.04054448753595353,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,1.5,30.59,-87.92999999999999,-4.194092273712158,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,1.5,30.59,-87.92999999999999,-1.9807014465332031,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,1.5,30.59,-87.92999999999999,0.09612488374114038,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,3.0,30.6,-87.94,-3.348994731903076,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,3.0,30.6,-87.94,-1.6996803283691406,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Daphne/May Day,3.0,30.6,-87.94,0.07592686265707016,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Montrose,0.25,30.57,-87.91,-1.7630701065063477,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Montrose,0.25,30.57,-87.91,-1.2496337890625,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Montrose,0.25,30.57,-87.91,0.009233580902218826,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Montrose,0.75,30.560000000000002,-87.91,-2.261446952819824,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Montrose,0.75,30.560000000000002,-87.91,-1.2629547119140625,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
bottom_minus_surface_shoreward_current_m_s,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Montrose,0.75,30.560000000000002,-87.91,0.06014195270836354,m/s,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_salinity_psu,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Montrose,1.5,30.57,-87.91999999999999,-3.379746437072754,PSU,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
surface_minus_bottom_temperature_C,ngofs2_regulargrid_v1,2026-09-09T12:00:00+00:00,False,Montrose,1.5,30.57,-87.91999999999999,-1.4347190856933594,degC,,same_grid_node_time_surface_bottom,SELF_FILE_HASH_AT_COMMIT,MODEL_DERIVED,0.0,f231a1ba7928e4450fdd78cb4c8184cbb101f7cb6c5cc024e2f077f040a822c4,,
